"publisher","name","align","eye","hair","sex","alive","appearances","year"
"marvel","Ramsey Kole (Earth-616)","Bad","Brown","Black","Male","Living",4,1982
"marvel","Shango (Earth-616)","Good","Brown","Black","Male","Living",4,1982
"marvel","Simon Marshall (Earth-616)","Bad","Brown","Blond","Male","Deceased",4,1982
"marvel","Axe (Mutant) (Earth-616)","Bad","Brown","Brown","Male","Deceased",4,1983
"marvel","Daniel Grimm Jr. (Earth-616)","Neutral","Brown","Brown","Male","Deceased",4,1983
"marvel","Gretl Anders (Earth-616)","Neutral","Blue","Red","Female","Deceased",4,1984
"marvel","Isabel St. Ives (Earth-616)","Good","Green","others","Female","Deceased",4,1984
"marvel","Max Hammer (Earth-616)","Bad","Blue","White","Male","Living",4,1984
"marvel","Raymonde Belmonde (Earth-616)","Good","Brown","Brown","Male","Deceased",4,1984
"marvel","White Light (Earth-616)","Bad","White","Black","Male","Living",4,1984
"marvel","Zachary Drebb (Earth-616)","Bad","Brown","Brown","Male","Deceased",4,1984
"marvel","Bernard Finn (Earth-616)","Good","Black","others","Male","Deceased",4,1985
"marvel","Dyvyne (Earth-616)","Bad","Yellow","No","Male","Living",4,1985
"marvel","Honcho (Vulturions) (Earth-616)","Bad","Brown","White","Male","Living",4,1985
"marvel","Bhadsha (Earth-616)","Neutral","Yellow","No","Male","Living",4,1986
"marvel","Hadj (Earth-616)","Neutral","Yellow","No","Female","Living",4,1986
"marvel","Lois (Earth-616)","Bad","Blue","Red","Female","Deceased",4,1986
"marvel","Marandi Sjorokker (Earth-616)","Good","Blue","Blond","Female","Living",4,1986
"marvel","Bahkt (Earth-616)","Bad","Red","Black","Male","Deceased",4,1987
"marvel","Ammo (Earth-616)","Bad","Brown","Black","Male","Living",4,1988
"marvel","Peter (Nereel) (Earth-616)","Good","Black","Black","Male","Living",4,1988
"marvel","Agrom (Earth-616)","Good","White","Black","Male","Living",4,1989
"marvel","Dafydd ap Iowerth (Earth-616)","Good","Blue","Black","Male","Living",4,1989
"marvel","Vlon (Earth-616)","Good","White","Black","Male","Living",4,1989
"marvel","Wilghe (Earth-616)","Good","Black","others","Female","Living",4,1989
"marvel","Black Light (Earth-616)","Bad","White","White","Male","Deceased",4,1990
"marvel","Ditmal Pirvat (Earth-616)","Neutral","Brown","Black","Male","Living",4,1990
"marvel","Fred Bouting (Earth-616)","Bad","Brown","Black","Male","Deceased",4,1990
"marvel","Hump (Earth-616)","Bad","White","others","Male","Living",4,1990
"marvel","White Noise (Earth-616)","Bad","White","White","Female","Living",4,1990
"marvel","Aleksey Lebedev (Earth-616)","Good","Blue","Brown","Male","Deceased",4,1991
"marvel","Axl Nacht (Earth-616)","Bad","Blue","Blond","Male","Living",4,1991
"marvel","Daemian Wainscroft (Earth-616)","Neutral","Blue","White","Male","Living",4,1991
"marvel","Derrick Wainscroft (Earth-616)","Bad","Brown","Blond","Male","Living",4,1991
"marvel","Fath (Earth-616)","Neutral","Blue","No","Male","Living",4,1991
"marvel","Jartran Radd (Earth-616)","Good","others","Bald","Male","Deceased",4,1991
"marvel","Jim Sharp (Earth-616)","Bad","Green","Black","Male","Living",4,1991
"marvel","Laura Lipton (Earth-616)","Neutral","Blue","Brown","Female","Living",4,1991
"marvel","Michael Shauneghann (Earth-616)","Good","Brown","Black","Male","Living",4,1991
"marvel","Zahnmorder (Earth-616)","Bad","Brown","Bald","Male","Deceased",4,1991
"marvel","Beelzeboul (Earth-616)","Bad","Yellow","Black","Male","Living",4,1992
"marvel","George Blair (Earth-616)","Bad","others","others","Male","Living",4,1992
"marvel","Hardball (Imperial Guard) (Earth-616)","Neutral","Black","No","Male","Living",4,1992
"marvel","Katherine Petrezyn (Earth-616)","Bad","White","Black","Female","Deceased",4,1992
"marvel","Kevin Leonardo (Earth-616)","Bad","Yellow","No","Male","Living",4,1992
"marvel","Lawrence Paxton (Earth-616)","Bad","Green","Red","Male","Deceased",4,1992
"marvel","Marilyn Maycroft (Earth-616)","Bad","Blue","Brown","Female","Living",4,1992
"marvel","Miyami (Earth-616)","Bad","Brown","Black","Female","Deceased",4,1992
"marvel","Sadae Tsumura (Earth-616)","Bad","Blue","others","Female","Deceased",4,1992
"marvel","Samantha Bryant (Earth-616)","Good","Green","Red","Female","Living",4,1992
"marvel","Stephen Strange (Counter-Earth) (Earth-616)","Bad","others","Black","Male","Living",4,1992
"marvel","Thommanom (Earth-616)","Bad","Red","No","Male","Deceased",4,1992
"marvel","Amie Zamborano (Earth-616)","Bad","Brown","Black","Female","Living",4,1993
"marvel","Automaton (Earth-616)","Bad","Blue","No","Male","Living",4,1993
"marvel","Banzai (Earth-616)","Bad","Brown","Black","Male","Living",4,1993
"marvel","Christina Valentino (Earth-616)","Good","Blue","Red","Female","Deceased",4,1993
"marvel","Emma Malone (Earth-616)","Good","Blue","White","Female","Living",4,1993
"marvel","Frank Bigelow (Earth-616)","Neutral","Blue","Black","Male","Living",4,1993
"marvel","Goodfellow (Earth-616)","Good","Black","others","Male","Living",4,1993
"marvel","Hrinmeer (Earth-616)","Bad","Blue","Blond","Male","Living",4,1993
"marvel","Keith Chandler (Earth-616)","Neutral","Green","Red","Male","Living",4,1993
"marvel","Lars Dinkelbach (Earth-616)","Good","Brown","Blond","Male","Living",4,1993
"marvel","Ray Chandler (Earth-616)","Neutral","Green","Red","Male","Living",4,1993
"marvel","Roxelana (Earth-616)","Good","Blue","Red","Female","Living",4,1993
"marvel","Samuel Wantling (Earth-616)","Good","Brown","Black","Male","Living",4,1993
"marvel","Zebadiah Creed (Earth-616)","Bad","others","Brown","Male","Deceased",4,1993
"marvel","Aaron Thorne (Earth-616)","Bad","Blue","Brown","Male","Living",4,1994
"marvel","Aloba Dastoor (Earth-616)","Neutral","Brown","Black","Male","Living",4,1994
"marvel","Gravemoss (Earth-616)","Bad","Red","others","Male","Living",4,1994
"marvel","Harvest (Maurd) (Earth-616)","Bad","Red","Bald","Male","Deceased",4,1994
"marvel","Pandara (Earth-616)","Bad","Blue","Red","Female","Living",4,1994
"marvel","Prime Skrull (Earth-616)","Good","Green","others","Male","Living",4,1994
"marvel","Slaughter Boy (Earth-616)","Bad","Red","Black","Male","Deceased",4,1994
"marvel","Barbara DeGioia (Earth-616)","Good","Brown","Black","Female","Living",4,1995
"marvel","Cindy Knutz (Earth-616)","Good","Blue","others","Female","Living",4,1995
"marvel","Denise Havens (Earth-616)","Good","Brown","Black","Female","Living",4,1995
"marvel","Edward Wong (Earth-616)","Good","Brown","Black","Male","Living",4,1995
"marvel","Fiona Rivera (Earth-616)","Good","Blue","Brown","Female","Living",4,1995
"marvel","Alan Wilson (Earth-616)","Bad","White","Black","Male","Living",4,1996
"marvel","Astrid Mordo (Earth-616)","Bad","Brown","Black","Female","Living",4,1996
"marvel","Eglantina Punnett (Earth-616)","Good","Blue","Blond","Female","Living",4,1996
"marvel","Jack Holyoak (Earth-616)","Good","Blue","Black","Male","Living",4,1996
"marvel","Joust (Earth-616)","Neutral","Brown","Blond","Male","Living",4,1996
"marvel","Juanito Candido (Earth-616)","Good","Brown","Brown","Male","Living",4,1996
"marvel","Kyle Barker (Earth-616)","Bad","Yellow","Brown","Male","Living",4,1996
"marvel","Melissa Maro (Earth-616)","Good","Blue","Black","Female","Living",4,1996
"marvel","Quentin Templeton (Earth-616)","Bad","Blue","Blond","Male","Living",4,1996
"marvel","Ralph Brickman (Earth-616)","Neutral","Blue","Black","Male","Living",4,1996
"marvel","Ripper (Earth-616)","Bad","others","White","Female","Deceased",4,1996
"marvel","Vincente Cimetta (Earth-616)","Bad","Yellow","Bald","Male","Living",4,1996
"marvel","Alfonso Lopez (Earth-616)","Bad","Blue","Black","Male","Deceased",4,1997
"marvel","Barak (Earth-616)","Bad","White","Black","Male","Living",4,1997
"marvel","Buel (Earth-616)","Bad","Red","Black","Male","Deceased",4,1997
"marvel","Coordinator Proctor (Earth-616)","Bad","Brown","Brown","Male","Living",4,1997
"marvel","David Lowell (Earth-616)","Neutral","Green","Blond","Male","Living",4,1997
"marvel","Kuragari (Earth-616)","Bad","Yellow","Black","Male","Living",4,1997
"marvel","Wyatt Wingfoot (Heroes Reborn) (Earth-616)","Good","Brown","Black","Male","Living",4,1997
"marvel","Nanya (Earth-616)","Good","Blue","Blond","Female","Living",4,1998
"marvel","Nikolas (Earth-616)","Bad","Black","Black","Male","Deceased",4,1998
"marvel","Pandemonia (Earth-616)","Bad","White","White","Female","Living",4,1998
"marvel","Pele (Oceanic Goddess) (Earth-616)","Good","Brown","Black","Female","Living",4,1998
"marvel","Chantal Stone (Earth-616)","Neutral","Brown","Black","Female","Living",4,1999
"marvel","Anais (Earth-616)","Bad","Black","Black","Female","Living",4,2000
"marvel","Fred MacRae (Earth-616)","Good","Blue","Brown","Male","Living",4,2000
"marvel","Helen Burnside (Earth-616)","Bad","Brown","Brown","Female","Living",4,2000
"marvel","Johnston Coffin (Earth-616)","Bad","Red","others","Male","Deceased",4,2000
"marvel","Mercy LeBeau (Earth-616)","Good","Blue","Blond","Female","Living",4,2000
"marvel","Nocturne (Earth-616)","Bad","Red","No","Male","Living",4,2000
"marvel","Blok (Mister X) (Earth-616)","Bad","Brown","Black","Male","Living",4,2001
"marvel","Carl King (Earth-616)","Bad","Blue","others","Male","Deceased",4,2001
"marvel","Chet Madden (Earth-616)","Bad","Brown","Brown","Male","Living",4,2001
"marvel","Diego Sandoval (Earth-616)","Neutral","Black","Brown","Male","Living",4,2001
"marvel","Godstorm (Earth-616)","Bad","Red","No","Male","Living",4,2001
"marvel","Gracie Smith (Earth-616)","Neutral","Brown","others","Female","Living",4,2001
"marvel","Inza (Earth-616)","Bad","Brown","Brown","Female","Living",4,2001
"marvel","Jean-Pierre Beaubier (Earth-616)","Bad","Blue","Blond","Male","Living",4,2001
"marvel","John Howlett, Sr. (Earth-616)","Good","Blue","Black","Male","Deceased",4,2001
"marvel","Pierre Truffaut (Earth-616)","Good","Yellow","Black","Male","Deceased",4,2001
"marvel","Saint Anna (Anna) (Earth-616)","Good","Green","Black","Female","Deceased",4,2001
"marvel","Walker (Deity) (Earth-616)","Bad","Green","Black","Male","Deceased",4,2001
"marvel","Aaliyah Hardin (Earth-616)","Good","Black","Black","Female","Living",4,2002
"marvel","Albino (Istvan) (Earth-616)","Good","Brown","Brown","Male","Living",4,2002
"marvel","Amber (Mutant) (Earth-616)","Neutral","Red","No","Female","Living",4,2002
"marvel","Gigi Martin (Earth-616)","Neutral","Brown","others","Female","Living",4,2002
"marvel","Helmut Zemo (Heroes Reborn) (Earth-616)","Neutral","Blue","Blond","Male","Deceased",4,2002
"marvel","Liam Connaughton (Earth-616)","Neutral","Blue","Red","Male","Living",4,2002
"marvel","Louis Magee (Earth-616)","Good","Black","Black","Male","Living",4,2002
"marvel","Milton Peterson (Earth-616)","Good","Red","No","Male","Living",4,2002
"marvel","Monstra (Earth-616)","Neutral","Green","others","Female","Living",4,2002
"marvel","Mother (Earth-616)","Neutral","White","White","Female","Living",4,2002
"marvel","Nedrocci Tannengarden (Earth-616)","Bad","Brown","Black","Male","Deceased",4,2002
"marvel","Neutrino Annihilator (Kirk) (Earth-616)","Neutral","Yellow","others","Male","Living",4,2002
"marvel","Ocean (Earth-616)","Good","Green","others","Female","Living",4,2002
"marvel","Thrasher (Angel) (Earth-616)","Good","Blue","Blond","Male","Living",4,2002
"marvel","Walter (X-Men Students) (Earth-616)","Good","Blue","Blond","Male","Living",4,2002
"marvel","Agent Walsh (Earth-616)","Neutral","Brown","Black","Male","Living",4,2003
"marvel","Catastrophe Jen (Earth-616)","Bad","Brown","Brown","Female","Living",4,2003
"marvel","Hana (Earth-616)","Good","Blue","Blond","Female","Living",4,2003
"marvel","Kim Alleyne (Earth-616)","Good","Brown","Brown","Female","Living",4,2003
"marvel","Lucas Evans (Earth-616)","Good","Blue","Bald","Male","Deceased",4,2003
"marvel","Maurice Canfield (Earth-616)","Good","Brown","Bald","Male","Deceased",4,2003
"marvel","Phillip Merritt (Earth-616)","Bad","Blue","Bald","Male","Living",4,2003
"marvel","Sheila Donner (Earth-616)","Bad","Green","Black","Female","Living",4,2003
"marvel","Tyler Nixon (Earth-616)","Neutral","Brown","Brown","Male","Living",4,2003
"marvel","Walker Price (Earth-616)","Good","Blue","others","Male","Deceased",4,2003
"marvel","Walter Barrett (Earth-616)","Neutral","Blue","Black","Male","Living",4,2003
"marvel","Adrian Defoe (Earth-616)","Good","Blue","No","Male","Living",4,2004
"marvel","Alphonse (Mutant) (Earth-616)","Bad","Yellow","No","Male","Living",4,2004
"marvel","Cole Wittman (Earth-616)","Neutral","others","Black","Female","Living",4,2004
"marvel","Deborah Bertrand (Earth-616)","Bad","Blue","Brown","Female","Living",4,2004
"marvel","Patch (Wildkat Klub) (Earth-616)","Bad","others","Bald","Male","Living",4,2004
"marvel","Priscilla (Earth-616)","Good","Brown","Blond","Female","Deceased",4,2004
"marvel","Raymond, Sr. (Earth-616)","Good","Brown","Black","Male","Deceased",4,2004
"marvel","Salamandra (Earth-616)","Bad","Brown","Black","Female","Living",4,2004
"marvel","Sheila DeSoto (Earth-616)","Bad","Brown","Black","Female","Deceased",4,2004
"marvel","Stripmine (Earth-616)","Bad","Green","Black","Male","Living",4,2004
"marvel","Tildie Soames (Earth-616)","Neutral","Green","others","Female","Living",4,2004
"marvel","Bloodtide (Atlantean) (Earth-616)","Bad","White","White","Female","Living",4,2005
"marvel","Broadband (Earth-616)","Good","Brown","others","Male","Living",4,2005
"marvel","Bugman (Earth-616)","Good","Blue","Black","Male","Living",4,2005
"marvel","Daap (Earth-616)","Neutral","Red","No","Male","Living",4,2005
"marvel","Daniel (Angel) (Earth-616)","Good","White","Brown","Male","Living",4,2005
"marvel","Doctor Castillo (Earth-616)","Good","Brown","Blond","Female","Living",4,2005
"marvel","Ivan (Rasputin) (Earth-616)","Neutral","White","Blond","Male","Living",4,2005
"marvel","Kaidan (Earth-616)","Bad","Black","No","Male","Living",4,2005
"marvel","Kingmaker (Wallace) (Earth-616)","Bad","Brown","Black","Male","Living",4,2005
"marvel","Lazaro Kotikash (Earth-616)","Good","Brown","Brown","Male","Living",4,2005
"marvel","Oya (Santerians) (Earth-616)","Good","Brown","White","Female","Living",4,2005
"marvel","Suspiria (Earth-616)","Good","Brown","Black","Female","Living",4,2005
"marvel","Vasily Karpov (Earth-616)","Neutral","Brown","Bald","Male","Living",4,2005
"marvel","Vladimir Rasputin (Earth-616)","Bad","Blue","Black","Male","Deceased",4,2005
"marvel","Adam (Priest) (Earth-616)","Bad","Brown","others","Male","Living",4,2006
"marvel","Alix Buchanan (Earth-616)","Good","Brown","Black","Female","Living",4,2006
"marvel","Cauldron (Earth-616)","Bad","Green","No","Male","Living",4,2006
"marvel","Eric Marshall (Earth-616)","Neutral","Brown","Black","Male","Living",4,2006
"marvel","Frederick Slade (Earth-616)","Neutral","Green","others","Male","Living",4,2006
"marvel","Hamilton Slade (Vampire) (Earth-616)","Bad","Red","Red","Male","Deceased",4,2006
"marvel","Harriet Munroe (Earth-616)","Good","Brown","others","Female","Living",4,2006
"marvel","Adjudicator (Earth-616)","Neutral","Black","Black","Male","Living",4,2007
"marvel","Ana\u00efs (Earth-616)","Good","Yellow","Black","Female","Living",4,2007
"marvel","Avery Allen (Earth-616)","Good","Brown","Brown","Female","Deceased",4,2007
"marvel","Benjamin Grimm (Onslaught Reborn) (Earth-616)","Good","Blue","No","Male","Living",4,2007
"marvel","Bluestreak (Telepath) (Earth-616)","Neutral","Blue","Brown","Male","Deceased",4,2007
"marvel","Ddraig Goch (Earth-616)","Good","Red","No","Male","Living",4,2007
"marvel","Desmond Alexander (Earth-616)","Bad","Brown","Brown","Male","Deceased",4,2007
"marvel","Eddie Gunnam (Earth-616)","Neutral","Brown","Red","Male","Living",4,2007
"marvel","Elijah Cross (Earth-616)","Bad","Brown","Brown","Male","Deceased",4,2007
"marvel","Forget-Me-Not (Earth-616)","Bad","others","others","Female","Living",4,2007
"marvel","James Howlett (Onslaught Reborn) (Earth-616)","Good","Blue","Black","Male","Living",4,2007
"marvel","Julien Howe (Earth-616)","Bad","Brown","Black","Male","Living",4,2007
"marvel","Kid Twist (Earth-616)","Bad","Brown","Black","Male","Deceased",4,2007
"marvel","Ko-rel (Earth-616)","Good","Blue","White","Female","Deceased",4,2007
"marvel","Mirage (Telepath) (Earth-616)","Neutral","Green","Blond","Female","Deceased",4,2007
"marvel","Prima Donna (Earth-616)","Good","Brown","Black","Female","Living",4,2007
"marvel","Professor Cartwright (Earth-616)","Bad","Brown","White","Male","Deceased",4,2007
"marvel","Reed Richards (Onslaught Reborn) (Earth-616)","Good","Blue","Brown","Male","Living",4,2007
"marvel","Susan Storm (Onslaught Reborn) (Earth-616)","Good","Blue","Blond","Female","Living",4,2007
"marvel","Tank (National Force) (Earth-616)","Bad","Blue","Black","Male","Deceased",4,2007
"marvel","Thor Odinson (Onslaught Reborn) (Earth-616)","Good","Blue","Blond","Male","Living",4,2007
"marvel","Violet Lightner (Earth-616)","Good","Green","others","Female","Living",4,2007
"marvel","Wendell Volker (Earth-616)","Bad","Brown","Black","Male","Living",4,2007
"marvel","Barbara Morse (Retro, Skrull) (Earth-616)","Bad","Green","Blond","Female","Deceased",4,2008
"marvel","Daniel Sylva (Earth-616)","Good","Brown","Brown","Male","Living",4,2008
"marvel","Edie Eisenhardt (Earth-616)","Good","Blue","others","Female","Deceased",4,2008
"marvel","Farida Hussain (Earth-616)","Good","Brown","Black","Female","Living",4,2008
"marvel","Furi Wamu (Earth-616)","Good","Blue","Brown","Female","Living",4,2008
